STYLE#,MILIMETER    /    NOTE,DIMENSIONS,AVAILABLE  LENGTH,PAGE /  SUB-PAGE HEADER,DESCRIPTION,AVG.WT.,TRIPLE KEY UNIT PRICE IN USD,PAGE #,U= DO NOT PRINT WEIGHT W=PRINT WEIGHT,SECTION ,COLLECTION TYPE
CC250-22       ,     ,,"22""       ",,14K 22  COMFORT CURB 10.0MM   ,48.2,6029.82,12,W,ROYAL CHAIN GOLD                                  ,CURB CHAIN                                        
CC250-24       ,     ,,"24""       ",,14K 24  COMFORT CURB 10.0MM   ,52.6,6580.26,12,W,ROYAL CHAIN GOLD                                  ,CURB CHAIN                                        
CURB060        ,2.6MM,,          ,,14K 2.7MM YG CONCAVE CURB 060 ,1,125.1,12,W,ROYAL CHAIN GOLD                                  ,CURB CHAIN                                        
CURB060-10     ,     ,,"10""       ",,10  2.7MM YG CURB 060         ,2.6,325.26,12,W,ROYAL CHAIN GOLD                                  ,CURB CHAIN                                        
CURB060-16     ,     ,,"16""       ",,16  2.7MM YG CONCAVE CURB 060 ,4,500.4,12,W,ROYAL CHAIN GOLD                                  ,CURB CHAIN                                        
CURB060-18     ,     ,,"18""       ",,18  2.7MM YG CONCAVE CURB 060 ,4.5,562.95,12,W,ROYAL CHAIN GOLD                                  ,CURB CHAIN                                        
CURB060-20     ,     ,,"20""       ",,20  2.7MM YG CONCAVE CURB 060 ,5.1,638.01,12,W,ROYAL CHAIN GOLD                                  ,CURB CHAIN                                        
CURB060-24     ,     ,,"24""       ",,24  2.7MM YG CONCAVE CURB 060 ,6.1,763.11,12,W,ROYAL CHAIN GOLD                                  ,CURB CHAIN                                        
LCRB100        ,4.4MM,,          ,,14KY LT.CURB 3.6MM            ,1,128.1,12,W,ROYAL CHAIN GOLD                                  ,LIGHT BASIC CHAIN                                 
LCRB100-18     ,     ,,"18""       ",,14KY 18  3.6MM LT.CURB        ,5.3,678.93,12,W,ROYAL CHAIN GOLD                                  ,LIGHT BASIC CHAIN                                 
LCRB100-20     ,     ,,"20""       ",,14KY 20  3.6MM LITE CURB      ,5.9,755.79,12,W,ROYAL CHAIN GOLD                                  ,LIGHT BASIC CHAIN                                 
LCRB100-22     ,     ,,"22""       ",,14KY 22  3.6MM LITE CURB      ,6.5,832.65,12,W,ROYAL CHAIN GOLD                                  ,LIGHT BASIC CHAIN                                 
LCRB100-24     ,     ,,"24""       ",,14KY 24  3.6MM LITE CURB      ,7.1,909.51,12,W,ROYAL CHAIN GOLD                                  ,LIGHT BASIC CHAIN                                 
LCRB120        ,5.3MM,,          ,,14KY 4.7MM LT.CURB            ,1,128.1,12,W,ROYAL CHAIN GOLD                                  ,LIGHT BASIC CHAIN                                 
LCRB120-18     ,     ,,"18""       ",,14K LITE CURB 18  4.7MMM      ,7.5,960.75,12,W,ROYAL CHAIN GOLD                                  ,LIGHT BASIC CHAIN                                 
LCRB120-20     ,     ,,"20""       ",,14KY 20  4.7MM LT.CURB        ,8.4,1076.04,12,W,ROYAL CHAIN GOLD                                  ,LIGHT BASIC CHAIN                                 
LCRB120-22     ,     ,,"22""       ",,14KY 22  4.7MM LITE CURB      ,9.2,1178.52,12,W,ROYAL CHAIN GOLD                                  ,LIGHT BASIC CHAIN                                 
